nb_mots,nb_liens,nb_mots_sensibles,score_html,est_reponse,domaine_expediteur,jour_semaine,label
102,2,0,0.9866128566843088,1,gmail.com,Mardi,0
129,1,2,0.021573776406316747,1,yahoo.com,Mercredi,0
157,0,0,0.6728922395728768,0,gmail.com,Vendredi,0
106,3,3,0.6085137338409772,0,entreprise.ma,Samedi,0
99,2,0,0.6465782804578168,0,yahoo.com,Vendredi,0
60,2,0,0.21828588977074148,0,outlook.com,Mercredi,0
123,3,1,0.22671734579984992,0,gmail.com,Mardi,0
181,3,0,0.4306420821738246,0,inconnu,Jeudi,0
128,1,0,0.09585780706695635,0,gmail.com,Vendredi,0
119,3,1,0.0746132090189402,0,entreprise.ma,Samedi,0
129,1,1,0.0883594534860972,0,inconnu,Vendredi,0
119,3,1,0.5729791713062578,0,yahoo.com,Vendredi,0
95,1,1,0.39774185689789376,0,yahoo.com,Samedi,0
144,3,0,0.2936167806572736,1,gmail.com,Samedi,0
126,2,1,0.3158193796513056,0,yahoo.com,Samedi,0
120,3,1,0.20728330584907373,1,banque.ma,Dimanche,0
90,0,0,0.4115053353219349,0,gmail.com,Mardi,0
159,0,1,0.20305806919996738,0,inconnu,Vendredi,0
139,1,1,0.6980460422993325,0,outlook.com,Samedi,0
103,1,0,0.12393251265393612,0,yahoo.com,Mercredi,0
150,1,0,0.9482420845808465,1,yahoo.com,Mercredi,0
105,2,0,0.0898189401272822,0,gmail.com,Samedi,0
96,1,2,0.943460714279876,0,gmail.com,Lundi,0
97,1,0,0.8332949715204067,0,gmail.com,Dimanche,0
66,3,0,0.6807121206133804,0,yahoo.com,Vendredi,0
134,1,0,0.9123016555654836,0,inconnu,Dimanche,0
65,2,0,0.13921879351737687,0,yahoo.com,Jeudi,0
83,3,0,0.17631477418691532,0,yahoo.com,Dimanche,0
57,2,1,0.2521525920588158,1,gmail.com,Lundi,0
117,1,1,0.2448115267658909,0,entreprise.ma,Vendredi,0
115,0,1,0.31084827092716016,0,outlook.com,Dimanche,0
110,4,1,0.5756308982730933,0,yahoo.com,Vendredi,0
88,1,1,0.028172611305104622,1,inconnu,Samedi,0
84,0,0,0.3822725950399758,1,banque.ma,Mardi,0
133,2,0,0.24638512789259648,0,outlook.com,Dimanche,0
103,1,0,0.606629848052722,0,inconnu,Mardi,0
129,3,2,0.9851693310515356,0,outlook.com,Mercredi,0
93,1,1,0.5176546121833726,0,entreprise.ma,Lundi,0
125,1,1,0.4256852391184338,0,yahoo.com,Lundi,0
159,0,1,0.36824354514511615,0,gmail.com,Samedi,0
137,1,1,0.7849492188798577,1,inconnu,Lundi,0
107,0,0,0.07198093165072694,0,gmail.com,Samedi,0
127,2,0,0.9597705144601215,0,gmail.com,Mercredi,0
112,1,0,0.4179178859880456,0,gmail.com,Jeudi,0
120,1,0,0.313700725825113,1,gmail.com,Jeudi,0
110,1,0,0.9740681163997013,0,gmail.com,Samedi,0
115,2,1,0.9358788632431999,0,outlook.com,Jeudi,0
126,1,1,0.641934139765721,0,inconnu,Samedi,0
90,1,0,0.018507374850401326,0,gmail.com,Lundi,0
89,1,1,0.7485349762065718,0,entreprise.ma,Vendredi,0
78,2,0,0.3355574000420013,0,gmail.com,Lundi,0
71,0,1,0.3882802308542611,0,gmail.com,Samedi,0
83,3,1,0.1587421289773886,0,outlook.com,Vendredi,0
124,1,0,0.5234580838648993,0,banque.ma,Dimanche,0
93,1,2,0.7445525962037662,0,gmail.com,Mardi,0
135,1,2,0.27301111809306844,0,gmail.com,Samedi,0
121,3,0,0.9387329080433752,0,gmail.com,Samedi,0
60,3,1,0.19473685600295432,1,inconnu,Mercredi,0
139,0,0,0.06626234059443337,1,gmail.com,Dimanche,0
144,0,0,0.644363873349901,1,yahoo.com,Jeudi,0
90,2,2,0.8493187318800468,0,banque.ma,Lundi,0
132,3,1,0.9531328593075122,0,outlook.com,Lundi,0
94,1,0,0.7671710105165188,0,inconnu,Mardi,0
122,0,2,0.1996500115060723,0,inconnu,Vendredi,0
82,0,0,0.9776611848037303,0,yahoo.com,Jeudi,0
66,1,0,0.9194358760288427,0,outlook.com,Mercredi,0
108,0,0,0.16316742276244744,0,gmail.com,Vendredi,0
116,0,0,0.5587858269153244,0,inconnu,Vendredi,0
108,0,0,0.5555174259309789,1,gmail.com,Samedi,0
84,2,1,0.44253477812947084,0,entreprise.ma,Jeudi,0
108,1,1,0.9842813302596888,0,gmail.com,Mercredi,0
128,0,0,0.059622237180221194,0,gmail.com,Dimanche,0
118,1,1,0.6272089084435847,1,gmail.com,Dimanche,0
125,4,0,0.20530362267881008,1,outlook.com,Jeudi,0
99,1,2,0.5273312047309596,0,gmail.com,Jeudi,0
155,1,0,0.7797407717875188,0,gmail.com,Lundi,0
84,2,1,0.24672680316854634,1,gmail.com,Mercredi,0
134,1,0,0.3933595464831485,0,gmail.com,Vendredi,0
155,3,0,0.9507680742803991,1,yahoo.com,Jeudi,0
134,0,0,0.7614807377203096,0,yahoo.com,Mardi,0
113,1,1,0.5727231845118356,0,gmail.com,Mercredi,0
104,0,0,0.22199738780671674,1,yahoo.com,Mardi,0
151,2,0,0.4253054374775831,0,entreprise.ma,Vendredi,0
77,0,1,0.7740613190499227,0,outlook.com,Mercredi,0
90,1,2,0.8205430781099762,0,inconnu,Lundi,0
108,2,0,0.24460619814239892,1,gmail.com,Mercredi,0
157,0,0,0.6620602104170192,0,entreprise.ma,Vendredi,0
131,0,3,0.09500299212339991,0,yahoo.com,Lundi,0
90,2,0,0.02321230745046443,0,yahoo.com,Vendredi,0
110,0,0,0.5486739234330212,1,yahoo.com,Samedi,0
101,0,0,0.22437985428042873,0,gmail.com,Mercredi,0
98,2,0,0.07891203124213286,0,gmail.com,Vendredi,0
149,3,0,0.72982831289523,0,outlook.com,Mercredi,0
78,0,0,0.49797458836464503,1,gmail.com,Lundi,0
168,0,0,0.7962770109584505,1,outlook.com,Mercredi,0
144,3,1,0.6639442396805569,0,entreprise.ma,Vendredi,0
152,1,1,0.72980493991549,1,yahoo.com,Vendredi,0
106,1,0,0.3073605812958998,0,gmail.com,Samedi,0
115,0,1,0.2632758256832364,0,gmail.com,Dimanche,0
77,1,1,0.6008748920952612,1,gmail.com,Samedi,0
104,1,0,0.20008214039808436,0,gmail.com,Vendredi,0
134,3,0,0.8154121156320211,0,gmail.com,Mardi,0
158,4,0,0.5229201689742385,1,gmail.com,Mardi,0
86,1,0,0.226989932347761,0,gmail.com,Mardi,0
109,3,1,0.6251682323299085,0,gmail.com,Jeudi,0
115,1,1,0.9450357350836177,1,inconnu,Samedi,0
78,1,0,0.0820947265907741,0,inconnu,Mercredi,0
137,1,2,0.10934520731350295,0,gmail.com,Mardi,0
98,2,0,0.8438391468633399,0,gmail.com,Vendredi,0
114,0,0,0.10959377456687358,0,yahoo.com,Vendredi,0
106,1,1,0.0393753693529878,0,gmail.com,Mardi,0
96,2,1,0.3479305810464729,0,yahoo.com,Samedi,0
119,1,1,0.4667058849215976,0,yahoo.com,Mardi,0
113,3,0,0.5694444366906898,1,gmail.com,Vendredi,0
108,1,3,0.5073002325642498,0,entreprise.ma,Mardi,0
98,2,1,0.9131845626581134,0,entreprise.ma,Dimanche,0
129,1,2,0.7686681003916374,1,inconnu,Samedi,0
169,0,1,0.9838102558617108,1,gmail.com,Jeudi,0
124,0,1,0.4764554232253223,0,banque.ma,Jeudi,0
149,1,0,0.08432960983917892,0,yahoo.com,Dimanche,0
78,1,0,0.9555306429428746,0,outlook.com,Samedi,0
124,0,0,0.004113161589097358,0,banque.ma,Jeudi,0
87,1,0,0.7760960138390484,0,inconnu,Lundi,0
75,2,0,0.03128203077167946,0,entreprise.ma,Jeudi,0
97,1,2,0.7612141906516384,0,gmail.com,Vendredi,0
155,3,0,0.9379389398480542,1,yahoo.com,Samedi,0
148,3,1,0.38926029733104683,1,outlook.com,Dimanche,0
127,0,0,0.24096485121971767,0,entreprise.ma,Lundi,0
74,1,2,0.22627915251183084,0,outlook.com,Vendredi,0
114,1,1,0.49171764415020336,1,yahoo.com,Vendredi,0
129,0,0,0.17088703575679154,1,yahoo.com,Samedi,0
125,0,1,0.6729236306597121,1,gmail.com,Samedi,0
64,1,0,0.3683523574883749,0,inconnu,Mardi,0
93,0,1,0.32310949240325904,0,gmail.com,Dimanche,0
118,2,1,0.46128557625645705,1,outlook.com,Samedi,0
136,1,0,0.5425875024397518,0,banque.ma,Mercredi,0
54,2,0,0.1419302622587958,1,yahoo.com,Jeudi,0
115,5,0,0.7077633637968433,0,entreprise.ma,Samedi,0
124,1,0,0.8829470999053262,1,entreprise.ma,Mercredi,0
145,1,3,0.27798691620118177,0,gmail.com,Mercredi,0
140,2,2,0.1803909018294848,0,yahoo.com,Mardi,0
137,0,0,0.7605054237190636,0,outlook.com,Mercredi,0
96,2,0,0.18354172376564948,1,yahoo.com,Jeudi,0
62,1,0,0.04125516036295662,0,yahoo.com,Lundi,0
108,1,1,0.6192432203827789,0,outlook.com,Vendredi,0
150,1,1,0.23975141630535024,0,gmail.com,Jeudi,0
161,1,0,0.1718104089285597,1,yahoo.com,Mardi,0
141,1,0,0.9816027417145062,0,gmail.com,Lundi,0
132,1,1,0.29186498339972766,0,gmail.com,Mardi,0
131,1,1,0.9034432902155357,0,yahoo.com,Dimanche,0
103,3,1,0.1782187658886043,0,outlook.com,Jeudi,0
116,1,1,0.8189771320624352,0,gmail.com,Vendredi,0
170,0,0,0.502018873048482,0,entreprise.ma,Mercredi,0
91,3,0,0.07859476911599528,1,yahoo.com,Samedi,0
168,0,1,0.7336052936435724,0,inconnu,Samedi,0
110,3,0,0.89207337173478,0,yahoo.com,Mercredi,0
159,2,0,0.16301699033552153,1,gmail.com,Mardi,0
77,1,0,0.7255902423361753,1,entreprise.ma,Lundi,0
137,2,2,0.4450525190731238,1,outlook.com,Samedi,0
97,4,2,0.7538704532567183,0,yahoo.com,Vendredi,0
77,1,2,0.7139279481853057,0,yahoo.com,Mardi,0
126,0,1,0.026600230463005414,0,gmail.com,Vendredi,0
150,4,0,0.17872103596715516,0,gmail.com,Samedi,0
94,2,2,0.4710272429322744,0,gmail.com,Mardi,0
75,3,0,0.9335941719120803,1,yahoo.com,Dimanche,0
117,3,1,0.3420734567548015,0,banque.ma,Dimanche,0
117,4,0,0.6288734702801819,0,entreprise.ma,Lundi,0
136,0,0,0.012083745514428812,0,gmail.com,Dimanche,0
148,1,0,0.7111269215469441,0,banque.ma,Jeudi,0
118,1,0,0.6030682627528046,0,yahoo.com,Mercredi,0
175,1,2,0.7153947466157659,0,gmail.com,Vendredi,1
126,1,1,0.9046606130249449,0,entreprise.ma,Dimanche,0
109,0,2,0.14649893311781004,0,gmail.com,Vendredi,0
71,1,1,0.2615895960080671,1,gmail.com,Lundi,0
112,1,0,0.995780892168142,0,gmail.com,Vendredi,0
109,5,0,0.15628395850962695,1,yahoo.com,Jeudi,0
148,1,1,0.7206270065260263,0,gmail.com,Jeudi,0
133,2,0,0.7250759105109018,1,entreprise.ma,Lundi,0
84,2,1,0.6829937462355694,0,yahoo.com,Mardi,0
125,2,1,0.22744058931457767,1,yahoo.com,Mardi,0
140,3,0,0.21513406321387074,0,gmail.com,Vendredi,0
165,2,1,0.666341068034788,0,entreprise.ma,Dimanche,0
146,1,0,0.18625018445921604,0,yahoo.com,Vendredi,0
142,1,0,0.6615633317405374,0,yahoo.com,Lundi,0
121,2,2,0.49252828202531806,0,entreprise.ma,Dimanche,0
131,1,0,0.3866288676493841,1,gmail.com,Jeudi,0
157,3,1,0.30023234937794574,0,yahoo.com,Lundi,0
80,4,0,0.9475769333231167,0,outlook.com,Mardi,0
109,2,0,0.5080936577427876,0,yahoo.com,Jeudi,0
96,1,0,0.561251962510962,0,gmail.com,Vendredi,0
131,0,0,0.9492560846867855,0,gmail.com,Mardi,0
156,1,1,0.6538773180971337,0,gmail.com,Dimanche,0
102,1,0,0.9578529277568275,1,inconnu,Dimanche,0
48,0,0,0.10636674052269846,0,gmail.com,Mercredi,0
107,0,0,0.8466396317724039,1,gmail.com,Mardi,0
147,0,1,0.33541462802309086,0,entreprise.ma,Jeudi,0
136,1,0,0.8104875250703412,1,yahoo.com,Jeudi,0
132,3,1,0.8556366241949785,0,yahoo.com,Lundi,0
111,1,0,0.2714878861425558,1,yahoo.com,Jeudi,0
81,1,0,0.4088306165154789,0,outlook.com,Mercredi,0
135,1,2,0.726014354314904,0,outlook.com,Mercredi,0
94,2,1,0.09905563089697067,0,gmail.com,Dimanche,0
185,5,1,0.75553353433934,0,entreprise.ma,Jeudi,0
137,2,2,0.11047292605474401,0,gmail.com,Vendredi,0
102,3,1,0.9144557322680581,0,gmail.com,Jeudi,0
101,3,0,0.2763392932963534,0,gmail.com,Vendredi,0
117,1,0,0.5755993468673558,1,entreprise.ma,Jeudi,0
112,2,1,0.11715350007627279,1,outlook.com,Mardi,0
153,1,1,0.2694931546624787,0,entreprise.ma,Jeudi,0
125,0,0,0.4039550434871054,0,outlook.com,Mardi,0
98,1,0,0.48704887668301433,0,gmail.com,Vendredi,0
176,5,2,6.749764657443258e-05,1,gmail.com,Jeudi,0
121,1,0,0.8886557623804684,1,yahoo.com,Vendredi,0
143,2,0,0.007674809558877116,1,gmail.com,Dimanche,0
101,1,0,0.773684562994425,1,gmail.com,Mercredi,0
130,2,0,0.47057891235637095,1,banque.ma,Samedi,0
129,5,0,0.5238800249013764,1,entreprise.ma,Dimanche,0
63,0,0,0.20826547933454087,0,gmail.com,Lundi,0
180,1,0,0.6073683503457041,1,entreprise.ma,Vendredi,0
158,2,2,0.5372319091694522,1,outlook.com,Mardi,0
108,1,1,0.16423640662029537,0,gmail.com,Lundi,0
86,3,2,0.23811900134921915,0,yahoo.com,Samedi,0
130,2,0,0.06690362901245717,0,gmail.com,Dimanche,0
122,4,1,0.06628357208945268,1,gmail.com,Jeudi,0
130,2,0,0.013775785952426567,0,gmail.com,Mardi,0
125,0,0,0.22047432548308377,0,inconnu,Lundi,0
135,1,1,0.6796612273970557,1,yahoo.com,Dimanche,0
163,2,0,0.3162153881423563,0,entreprise.ma,Lundi,0
137,1,1,0.34273426986737665,1,gmail.com,Vendredi,0
88,3,0,0.1319053932554447,1,gmail.com,Dimanche,0
160,1,1,0.57547066765642,1,banque.ma,Jeudi,0
169,4,0,0.34214364154673726,0,yahoo.com,Jeudi,0
214,2,0,0.6763168034302147,1,banque.ma,Jeudi,0
86,0,1,0.7414594688425534,0,gmail.com,Vendredi,0
127,3,1,0.5846928752483821,0,inconnu,Vendredi,0
57,0,1,0.2760695368120363,0,yahoo.com,Jeudi,0
136,1,0,0.5086077993372543,0,gmail.com,Dimanche,0
103,3,1,0.25193080468230333,1,outlook.com,Lundi,0
177,0,0,0.9029128353539181,0,entreprise.ma,Samedi,0
96,4,0,0.7663857500825573,1,gmail.com,Jeudi,0
69,0,0,0.49300590600556626,0,inconnu,Vendredi,0
105,4,0,0.9654571431781466,0,outlook.com,Jeudi,0
60,2,1,0.5467554467301879,0,gmail.com,Vendredi,0
142,2,0,0.3285354769569482,0,gmail.com,Jeudi,0
58,2,0,0.09546730079404708,1,yahoo.com,Dimanche,0
120,1,0,0.5437456448134136,1,gmail.com,Samedi,0
57,1,0,0.8604166115813455,0,yahoo.com,Lundi,0
110,0,1,0.8667187281564487,1,entreprise.ma,Dimanche,0
169,4,0,0.6045670666827484,0,outlook.com,Lundi,0
130,1,0,0.3934383632342128,0,yahoo.com,Vendredi,0
94,0,1,0.6502963080906798,0,gmail.com,Vendredi,0
119,1,0,0.7621403545590395,0,inconnu,Mardi,0
120,1,1,0.4116247843941262,1,gmail.com,Mercredi,0
134,1,0,0.47625416921492536,0,gmail.com,Mardi,0
78,0,1,0.680616307377943,0,outlook.com,Vendredi,0
137,1,1,0.8766526061027464,0,entreprise.ma,Samedi,0
38,2,1,0.7910103781422749,0,inconnu,Vendredi,0
101,3,0,0.022391369320348686,0,inconnu,Jeudi,0
105,1,2,0.12437234378458784,0,inconnu,Mardi,0
138,0,2,0.8527781802855218,1,yahoo.com,Mercredi,0
120,2,0,0.8338228280450336,0,gmail.com,Mardi,0
77,2,0,0.3888067831487092,0,outlook.com,Dimanche,0
90,1,0,0.5842779223576656,0,gmail.com,Lundi,0
125,0,0,0.9058449824286463,0,gmail.com,Dimanche,0
117,1,0,0.9115586810070964,1,gmail.com,Lundi,0
102,2,0,0.7830928457608908,0,gmail.com,Mardi,0
105,0,0,0.20958893835967896,0,yahoo.com,Samedi,0
140,4,0,0.7302828073539449,0,yahoo.com,Dimanche,0
104,0,0,0.10109843234705662,1,yahoo.com,Mardi,0
117,4,1,0.8939384594545691,1,entreprise.ma,Samedi,0
185,3,0,0.14914880357871452,0,outlook.com,Vendredi,0
77,1,0,0.6623486401114509,0,inconnu,Samedi,0
64,0,0,0.6102432742523487,0,yahoo.com,Jeudi,0
143,1,0,0.7768996558795831,1,gmail.com,Lundi,0
99,1,0,0.5515775023584555,0,gmail.com,Mercredi,0
110,3,1,0.05956657537573218,0,outlook.com,Jeudi,0
96,3,1,0.7058462540441491,0,entreprise.ma,Samedi,0
112,0,0,0.38315455883526794,0,gmail.com,Dimanche,0
167,1,2,0.32028500121910985,0,banque.ma,Mardi,0
144,2,1,0.9916735495337348,0,yahoo.com,Dimanche,0
145,1,1,0.5903997659597278,0,gmail.com,Dimanche,0
77,3,1,0.7107190732694113,0,outlook.com,Lundi,0
85,2,0,0.5263261369356483,0,yahoo.com,Mardi,0
34,2,1,0.7699726459516527,0,gmail.com,Dimanche,0
95,0,0,0.7520727354999752,0,yahoo.com,Lundi,0
148,1,0,0.6571461156801605,1,entreprise.ma,Mercredi,0
135,2,2,0.9977430614437768,0,outlook.com,Jeudi,0
113,1,1,0.4597935340831377,0,gmail.com,Mercredi,0
119,1,0,0.706192348298155,1,inconnu,Mercredi,0
99,1,0,0.7977779628049182,0,gmail.com,Jeudi,0
126,6,1,0.3760347095945443,0,gmail.com,Samedi,0
142,0,0,0.4571750275536186,0,yahoo.com,Jeudi,0
71,0,0,0.9691672663905854,0,banque.ma,Samedi,0
128,2,1,0.03229101712660809,0,yahoo.com,Dimanche,0
147,5,2,0.3352956539609143,0,outlook.com,Mercredi,0
107,1,1,0.48621296233866995,1,inconnu,Dimanche,0
141,1,2,0.0014649930691902346,1,entreprise.ma,Mardi,0
204,3,1,0.8991271010066118,0,gmail.com,Jeudi,0
116,1,1,0.2862444002121587,1,entreprise.ma,Mercredi,0
131,0,3,0.2577048321094443,0,entreprise.ma,Mercredi,0
97,1,0,0.8203261953537418,0,gmail.com,Mercredi,0
125,0,0,0.27798322850247537,0,gmail.com,Dimanche,0
133,1,1,0.6576225939020224,0,entreprise.ma,Mardi,0
125,3,0,0.8215031439019592,0,gmail.com,Vendredi,0
89,1,1,0.7924768477103724,0,gmail.com,Vendredi,0
126,2,1,0.7819507374259289,0,entreprise.ma,Jeudi,0
163,2,2,0.08863756986523486,1,banque.ma,Dimanche,0
133,2,0,0.0798469675723642,0,gmail.com,Vendredi,0
148,1,0,0.3067700357373875,0,yahoo.com,Lundi,0
112,2,1,0.03594788119601777,0,outlook.com,Samedi,0
142,1,0,0.5004297365192644,0,outlook.com,Jeudi,0
128,0,1,0.3947820662702183,1,inconnu,Jeudi,0
91,0,2,0.5570259125431491,1,outlook.com,Mercredi,0
129,3,1,0.29878853866969046,1,outlook.com,Samedi,0
90,2,1,0.48575400299042704,1,inconnu,Lundi,0
101,1,0,0.33474476585905377,0,gmail.com,Vendredi,0
125,0,0,0.1952080922233086,0,gmail.com,Jeudi,0
128,2,1,0.6493666811378149,0,outlook.com,Dimanche,0
84,1,1,0.6734359014991852,1,yahoo.com,Dimanche,0
151,1,0,0.8292316927497501,0,gmail.com,Samedi,0
137,1,1,0.8747517831537248,0,gmail.com,Dimanche,0
98,2,1,0.7044619043679154,0,outlook.com,Lundi,0
73,3,0,0.687498086697512,0,banque.ma,Mardi,0
115,3,1,0.0566756653364725,0,gmail.com,Mardi,0
106,0,4,0.10977924145817153,1,yahoo.com,Dimanche,0
123,2,1,0.8125627103908734,0,gmail.com,Mercredi,0
109,3,0,0.23295126162363156,1,outlook.com,Lundi,0
59,3,0,0.355565060217083,1,yahoo.com,Jeudi,0
108,2,0,0.14529735367587682,1,inconnu,Mardi,0
110,1,1,0.195151968574919,1,gmail.com,Samedi,0
139,2,0,0.7754172353702062,0,yahoo.com,Mardi,0
99,2,0,0.26185961951553827,1,gmail.com,Samedi,0
170,1,0,0.44903496626419015,0,yahoo.com,Vendredi,0
62,1,1,0.15167137305923928,1,banque.ma,Vendredi,0
159,1,0,0.6779299063160986,0,inconnu,Lundi,0
113,3,0,0.7282697341334762,0,yahoo.com,Dimanche,0
145,1,0,0.3616923178987138,0,entreprise.ma,Vendredi,0
122,0,1,0.7847466461227506,0,gmail.com,Lundi,0
154,1,0,0.23990665192212646,1,gmail.com,Jeudi,0
108,5,0,0.6919038621001561,1,banque.ma,Jeudi,0
87,0,0,0.729964581420454,0,gmail.com,Jeudi,0
162,0,1,0.9686573777887763,0,gmail.com,Vendredi,0
116,1,2,0.23232166518671626,1,yahoo.com,Vendredi,0
126,3,2,0.09371048004275273,0,yahoo.com,Mercredi,0
157,1,0,0.2630354222897866,1,gmail.com,Mardi,0
89,1,1,0.12286219658211905,0,entreprise.ma,Samedi,0
137,1,0,0.16969430849430966,0,yahoo.com,Jeudi,0
102,0,2,0.3341145118559744,1,yahoo.com,Dimanche,0
116,1,2,0.41399074672200087,0,gmail.com,Vendredi,0
122,1,0,0.9037242257513796,0,yahoo.com,Mardi,0
74,1,0,0.19561577150002107,1,entreprise.ma,Jeudi,0
96,1,2,0.9717589759212162,1,inconnu,Jeudi,0
160,1,1,0.8101532098961717,1,inconnu,Samedi,0
146,0,1,0.881471389893441,0,yahoo.com,Mardi,0
118,1,0,0.9294439897402434,0,inconnu,Mardi,0
127,1,1,0.7532411971411207,0,gmail.com,Vendredi,0
111,1,0,0.7887798316170611,0,gmail.com,Mardi,0
160,1,1,0.43781829660561955,1,entreprise.ma,Dimanche,0
113,4,1,0.510450234676244,0,gmail.com,Dimanche,0
126,0,0,0.9324854267666343,0,gmail.com,Mardi,0
154,0,0,0.3782559115526495,1,inconnu,Vendredi,0
96,1,0,0.041947073064207197,1,entreprise.ma,Jeudi,0
166,0,0,0.7627543854747729,0,gmail.com,Samedi,0
74,1,1,0.5731575117175184,0,entreprise.ma,Mardi,0
168,0,1,0.8148759623433116,1,entreprise.ma,Samedi,0
108,2,0,0.07555126661096212,0,inconnu,Dimanche,0
112,2,0,0.6212319904757898,1,yahoo.com,Mercredi,0
63,1,1,0.247705887990758,1,entreprise.ma,Lundi,0
106,1,0,0.903268594494484,0,entreprise.ma,Samedi,0
88,0,1,0.10990993974174568,0,outlook.com,Mardi,0
101,0,0,0.843069272725063,0,outlook.com,Samedi,0
115,3,0,0.08855425197191036,0,yahoo.com,Mardi,0
148,3,1,0.025097355496998097,0,yahoo.com,Dimanche,0
126,1,1,0.2350594300419223,1,inconnu,Lundi,0
129,0,1,0.3330445409266838,1,gmail.com,Mercredi,0
87,3,1,0.6265287718118712,0,gmail.com,Samedi,0
93,2,1,0.1317245973610538,1,entreprise.ma,Jeudi,0
173,0,1,0.43732993359107497,0,gmail.com,Mercredi,0
97,3,0,0.20426360210287375,1,yahoo.com,Lundi,0
169,0,1,0.8553033215470632,0,gmail.com,Samedi,0
112,2,0,0.04496650795130497,0,outlook.com,Mardi,0
120,2,1,0.3559377266885211,0,inconnu,Jeudi,0
152,0,0,0.6313740799691089,0,entreprise.ma,Mercredi,0
158,2,0,0.913088178051939,0,gmail.com,Mercredi,0
116,3,2,0.8679934226938952,1,inconnu,Jeudi,0
108,1,1,0.8951919995171636,0,gmail.com,Mercredi,0
118,0,0,0.06285329368298209,1,yahoo.com,Lundi,0
130,1,0,0.8409232614634595,0,yahoo.com,Jeudi,0
146,3,0,0.7799125785441191,0,inconnu,Lundi,0
120,3,1,0.9024316492756189,0,gmail.com,Jeudi,0
138,5,0,0.31157626725800136,1,outlook.com,Lundi,0
169,2,1,0.9117651062733667,0,yahoo.com,Mardi,0
131,1,1,0.4026410850864478,0,gmail.com,Mardi,0
129,2,1,0.6340996855258,1,inconnu,Mercredi,0
74,3,0,0.4241789912069983,0,outlook.com,Jeudi,0
41,2,1,0.42764843051565116,0,entreprise.ma,Samedi,0
131,2,1,0.5466370187949016,0,gmail.com,Jeudi,0
117,1,0,0.3559267096208225,0,entreprise.ma,Lundi,0
104,1,0,0.7927369942692357,0,entreprise.ma,Samedi,0
127,1,1,0.6336387354152389,1,yahoo.com,Mercredi,0
118,3,1,0.6897557615389457,1,outlook.com,Dimanche,0
153,0,0,0.2310348002217636,0,inconnu,Mercredi,0
122,0,0,0.9695752884813924,0,entreprise.ma,Dimanche,0
97,3,0,0.6601760977729654,0,yahoo.com,Samedi,0
149,3,2,0.19719586453039162,0,outlook.com,Jeudi,0
113,3,0,0.7504902434710338,0,entreprise.ma,Dimanche,0
135,1,0,0.1737141032076227,0,gmail.com,Mardi,0
105,1,2,0.06338489629950839,0,outlook.com,Dimanche,0
100,0,1,0.5275533961458343,0,inconnu,Jeudi,0
122,1,0,0.5535239541623472,1,inconnu,Dimanche,0
120,0,1,0.18896557473159858,1,entreprise.ma,Samedi,0
134,1,1,0.348378944292159,0,gmail.com,Jeudi,1
111,3,0,0.9457692956786969,1,inconnu,Vendredi,0
64,3,0,0.2850032320874899,0,outlook.com,Lundi,0
107,2,0,0.15556806076536867,0,gmail.com,Lundi,0
143,0,0,0.992561958665454,1,outlook.com,Vendredi,0
111,2,0,0.30230553638046676,1,banque.ma,Mercredi,0
112,1,0,0.6802536731460787,0,gmail.com,Samedi,0
149,1,0,0.23156018143926638,0,inconnu,Lundi,0
98,2,1,0.5501211969863894,1,inconnu,Mercredi,0
73,2,1,0.38628198660961555,0,gmail.com,Mardi,0
115,3,0,0.9615792611591886,0,inconnu,Mercredi,0
105,0,0,0.4328058745504877,1,inconnu,Lundi,0
91,1,0,0.5841741841817242,0,gmail.com,Samedi,0
114,0,0,0.9447662659001471,0,gmail.com,Samedi,0
134,3,0,0.9892342999379551,1,yahoo.com,Mercredi,0
119,1,2,0.1016583640049965,0,gmail.com,Dimanche,0
129,0,1,0.8343207120423889,0,entreprise.ma,Mardi,0
174,0,1,0.3821164941872488,0,yahoo.com,Vendredi,0
109,1,1,0.5948287062056128,0,inconnu,Lundi,0
128,2,0,0.3750480789552455,0,inconnu,Samedi,0
104,0,0,0.40111620565479233,0,gmail.com,Mardi,0
94,3,0,0.15885753598511154,0,yahoo.com,Jeudi,0
102,1,2,0.5727664584278659,0,outlook.com,Vendredi,0
105,3,0,0.5467159459447247,0,outlook.com,Vendredi,0
130,1,1,0.18935578853839985,0,yahoo.com,Dimanche,0
190,0,0,0.5417304293339414,0,gmail.com,Dimanche,0
98,3,1,0.9731018826310861,0,gmail.com,Lundi,0
107,2,0,0.7144085958537897,0,gmail.com,Mardi,0
118,1,0,0.4809825595833519,0,inconnu,Samedi,0
131,2,1,0.9160839855813753,1,gmail.com,Dimanche,0
127,2,0,0.5753143565053058,1,gmail.com,Samedi,0
158,3,2,0.13504799872780338,0,outlook.com,Jeudi,0
47,1,1,0.5475096478124564,0,gmail.com,Samedi,0
48,1,1,0.1809731153658678,0,gmail.com,Mardi,0
105,0,0,0.7675048387476743,0,outlook.com,Samedi,0
152,2,0,0.9671742142947083,0,outlook.com,Mercredi,0
73,4,0,0.36081858454333027,0,gmail.com,Samedi,0
29,1,0,0.4349178801251945,0,yahoo.com,Lundi,0
137,3,0,0.42149646683863007,1,yahoo.com,Mercredi,0
127,1,0,0.28529997579488187,0,yahoo.com,Samedi,0
